,age,km,weight,hp,metcolor,cc,doors,price
0,-1.7827007638401682,-0.5759583161758107,1.9579687272056052,-0.7673506062737172,0.694577581360733,2.3206217822289505,-1.0844430158221996,0.7703682056361589
1,-1.7827007638401682,0.11647403872231266,1.9579687272056052,-0.7673506062737172,0.694577581360733,2.3206217822289505,-1.0844430158221996,0.8396687482589194
2,-1.7287239820511096,-0.7167074461549098,1.9579687272056052,-0.7673506062737172,0.694577581360733,2.3206217822289505,-1.0844430158221996,0.8951091823571278
3,-1.6207704184729925,-0.5489024644603971,1.9579687272056052,-0.7673506062737172,-1.4397239802081143,2.3206217822289505,-1.0844430158221996,1.1723113528481697
4,-1.4048632913167582,-0.802384309920386,2.0628523390233204,-0.7673506062737172,-1.4397239802081143,2.3206217822289505,-1.0844430158221996,0.8396687482589194
5,-1.296909727738641,-0.20203257067304392,2.0628523390233204,-0.7673506062737172,-1.4397239802081143,2.3206217822289505,-1.0844430158221996,0.6179070118660859
6,-1.566793636683934,0.6948128808639189,3.6361065162890465,-0.7673506062737172,0.694577581360733,2.3206217822289505,-1.0844430158221996,1.7128555853057013
7,-1.4048632913167582,0.19524018691156395,3.6361065162890465,-0.7673506062737172,0.694577581360733,2.3206217822289505,-1.0844430158221996,2.1840992751404724
8,-1.566793636683934,-1.304011540935943,2.3775031744764656,6.043461851447705,-1.4397239802081143,1.2493961772691065,-1.0844430158221996,2.987985569564494
9,-1.7827007638401682,0.06847258188204738,0.6993653853930243,-2.1695767005104805,-1.4397239802081143,1.7850089797490285,-1.0844430158221996,0.6179070118660859
10,-1.674747200262051,-0.9902010162564767,2.3775031744764656,6.043461851447705,-1.4397239802081143,1.2493961772691065,-1.0844430158221996,2.835524375794421
11,-1.8366775456292266,-0.6660377593624341,2.3775031744764656,6.043461851447705,-1.4397239802081143,1.2493961772691065,-1.0844430158221996,2.558322205303379
12,-1.674747200262051,-0.9707763022043849,2.3775031744764656,6.043461851447705,-1.4397239802081143,1.2493961772691065,-1.0844430158221996,2.4613014456315145
13,-1.3508865095276996,-1.2159599525129996,2.3775031744764656,6.043461851447705,0.694577581360733,1.2493961772691065,-1.0844430158221996,2.987985569564494
14,-1.296909727738641,-0.9189592765324588,2.3775031744764656,6.043461851447705,0.694577581360733,1.2493961772691065,-1.0844430158221996,3.2651877400555356
15,-1.5128168548948753,-1.329653230776685,2.3775031744764656,6.043461851447705,-1.4397239802081143,1.2493961772691065,-1.0844430158221996,3.1265866548100147
16,-1.4048632913167582,-0.9224546577698545,2.3775031744764656,6.043461851447705,0.694577581360733,1.2493961772691065,-1.0844430158221996,3.3344882826782962
17,-1.7287239820511096,-1.2502200250993811,0.6993653853930243,0.5681028168089146,0.694577581360733,0.17817057230926234,-1.0844430158221996,2.0039178643212954
18,-1.7287239820511096,-1.1475732188378467,-0.13970350914869625,0.5681028168089146,-1.4397239802081143,0.17817057230926234,-1.0844430158221996,1.671275259732045
19,-1.4048632913167582,-0.11240672657829627,0.6993653853930243,0.5681028168089146,0.694577581360733,0.17817057230926234,-1.0844430158221996,1.7267156938302535
20,-1.4048632913167582,-0.024328455855830648,0.6993653853930243,0.5681028168089146,0.694577581360733,0.17817057230926234,-1.0844430158221996,1.4495135233392116
21,-1.4588400731058169,-0.6581664810034134,2.0628523390233204,0.5681028168089146,-1.4397239802081143,0.17817057230926234,-1.0844430158221996,1.7267156938302535
22,-1.5128168548948753,-0.32613194575035004,1.0140162208461696,0.5681028168089146,0.694577581360733,0.17817057230926234,-1.0844430158221996,1.4495135233392116
23,-1.5128168548948753,-0.9699491509191998,1.0140162208461696,0.5681028168089146,0.694577581360733,0.17817057230926234,-1.0844430158221996,1.7267156938302535
24,-1.4588400731058169,-1.1409026439573207,1.0140162208461696,0.5681028168089146,0.694577581360733,0.17817057230926234,-1.0844430158221996,1.532674174486524
25,-1.674747200262051,-1.0705414201175323,1.0140162208461696,0.5681028168089146,0.694577581360733,0.17817057230926234,-1.0844430158221996,1.4495135233392116
26,-1.566793636683934,-0.9079128045303078,1.0140162208461696,0.5681028168089146,0.694577581360733,0.17817057230926234,-1.0844430158221996,1.8777908767478713
27,-1.4588400731058169,-0.7246054068134526,1.0140162208461696,0.5681028168089146,0.694577581360733,0.17817057230926234,-1.0844430158221996,1.3940730892410031
28,-1.5128168548948753,-0.6518427760166747,1.0140162208461696,0.5681028168089146,-1.4397239802081143,0.17817057230926234,-1.0844430158221996,1.7267156938302535
29,-1.4048632913167582,-1.5337461398212593,1.0140162208461696,0.5681028168089146,0.694577581360733,0.17817057230926234,-1.0844430158221996,2.0039178643212954
30,-1.4588400731058169,-1.5695004211808787,0.5944817735753092,-0.29994190819479605,0.694577581360733,-0.8930550326505818,-1.0844430158221996,0.6179070118660859
31,-1.8366775456292266,-0.8904625806428517,0.5944817735753092,-0.29994190819479605,0.694577581360733,-0.8930550326505818,-1.0844430158221996,1.3940730892410031
32,-1.566793636683934,-1.0422581826241017,0.5944817735753092,-0.29994190819479605,0.694577581360733,-0.8930550326505818,-1.0844430158221996,1.4495135233392116
